# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Copyright 2011, 2014 (C) Quranic Arabic Corpus (morphology, version 0.5)
#  Kais Dukes, sckd@leeds.ac.uk
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

ChapterNo,VerseNo,TokenNo,SegmentNo,Segment,Lemma,Root
23,57,6,2,him,,
23,57,7,1,mush'fiqūna,mush'fiqūn,shfq
23,58,1,1,wa,,
23,58,1,2,alladhīna,alladhī,
23,58,2,1,hum,,
23,58,3,1,bi,b,
23,58,3,2,āyāti,āyat,yī
23,58,4,1,rabbi,rabb,rbb
23,58,4,2,him,,
23,58,5,1,yu'minu,āmana,mn
23,58,5,2,na,,
23,59,1,1,wa,,
23,59,1,2,alladhīna,alladhī,
23,59,2,1,hum,,
23,59,3,1,bi,b,
23,59,3,2,rabbi,rabb,rbb
23,59,3,3,him,,
23,59,4,1,lā,lā,
23,59,5,1,yush'riku,ashraka,shrk
23,59,5,2,na,,
23,60,1,1,wa,,
23,60,1,2,alladhīna,alladhī,
23,60,2,1,yu'tu,ātā,tī
23,60,2,2,na,,
23,60,3,1,mā,mā,
23,60,4,1,āta,ātā,tī
23,60,4,2,w,,
23,60,5,1,wa,,
23,60,5,2,qulūbu,qalb,qlb
23,60,5,3,hum,,
23,60,6,1,wajilatun,wajilat,jl
23,60,7,1,anna,ann,
23,60,7,2,hum,,
23,60,8,1,ilā,ilā,
23,60,9,1,rabbi,rabb,rbb
23,60,9,2,him,,
23,60,10,1,rājiʿūna,rājiʿūn,rjʿ
23,61,1,1,ulāika,ūlāik,
23,61,2,1,yusāriʿu,yusāriʿu,srʿ
23,61,2,2,na,,
23,61,3,1,fī,fī,
23,61,4,1,al,,
23,61,4,2,khayrāti,khayrāt,khīr
23,61,5,1,wa,,
23,61,5,2,hum,,
23,61,6,1,la,l,
23,61,6,2,hā,,
23,61,7,1,sābiqūna,sābiq,sbq
23,62,1,1,wa,,
23,62,1,2,lā,lā,
23,62,2,1,nukallifu,yukallifu,klf
23,62,3,1,nafsan,nafs,nfs
23,62,4,1,illā,illā,
23,62,5,1,wus'ʿa,wus'ʿ,sʿ
23,62,5,2,hā,,
23,62,6,1,wa,,
23,62,6,2,laday,ladaī,
23,62,6,3,nā,,
23,62,7,1,kitābun,kitāb,ktb
23,62,8,1,yanṭiqu,yanṭiqu,nṭq
23,62,9,1,bi,b,
23,62,9,2,al,,
23,62,9,3,ḥaqqi,ḥaqq,ḥqq
23,62,10,1,wa,,
23,62,10,2,hum,,
23,62,11,1,lā,lā,
23,62,12,1,yuẓ'lamu,ẓalama,ẓlm
23,62,12,2,na,,
23,63,1,1,bal,bal,
23,63,2,1,qulūbu,qalb,qlb
23,63,2,2,hum,,
23,63,3,1,fī,fī,
23,63,4,1,ghamratin,ghamrat,ghmr
23,63,5,1,min,min,
23,63,6,1,hādhā,hādhā,
23,63,7,1,wa,,
23,63,7,2,la,l,
23,63,7,3,hum,,
23,63,8,1,aʿmālun,ʿamal,ʿml
23,63,9,1,min,min,
23,63,10,1,dūni,dūn,dūn
23,63,11,1,dhālika,dhālik,
23,63,12,1,hum,,
23,63,13,1,la,l,
23,63,13,2,hā,,
23,63,14,1,ʿāmilūna,ʿāmil,ʿml
23,64,1,1,ḥattā,ḥattā,
23,64,2,1,idhā,idhā,
23,64,3,1,akhadh,akhadha,khdh
23,64,3,2,nā,,
23,64,4,1,mut'rafī,mut'rafīn,trf
23,64,4,2,him,,
23,64,5,1,bi,b,
23,64,5,2,al,,
23,64,5,3,ʿadhābi,ʿadhāb,ʿdhb
23,64,6,1,idhā,idhā,
23,64,7,1,hum,,
23,64,8,1,yajaru,yajaru,jr
23,64,8,2,na,,
23,65,1,1,lā,lā,
23,65,2,1,tajaru,yajaru,jr
23,65,2,2,w,,
23,65,3,1,al,,
23,65,3,2,yawma,yawm,īūm
23,65,4,1,inna,inn,
23,65,4,2,kum,,
23,65,5,1,minna,min,
23,65,5,2,,,
23,65,6,1,lā,lā,
23,65,7,1,tunṣaru,naṣara,nṣr
23,65,7,2,na,,
23,66,1,1,qad,qad,
23,66,2,1,kānat,kāna,kūn
23,66,3,1,āyāti,āyat,yī
23,66,3,2,,,
23,66,4,1,tut'lā,talā,tlū
23,66,5,1,ʿalay,ʿalā,
23,66,5,2,kum,,
23,66,6,1,fa,f,
23,66,6,2,kun,kāna,kūn
23,66,6,3,tum,,
23,66,7,1,ʿalā,ʿalā,
23,66,8,1,aʿqābi,ʿaqib,ʿqb
23,66,8,2,kum,,
23,66,9,1,tankiṣu,nakaṣa,nkṣ
23,66,9,2,na,,
23,67,1,1,mus'takbirīna,mus'takbir,kbr
23,67,2,1,bi,b,
23,67,2,2,hi,,
23,67,3,1,sāmiran,sāmir,smr
23,67,4,1,tahjuru,uh'jur,hjr
23,67,4,2,na,,
23,68,1,1,a,,
23,68,1,2,fa,f,
23,68,1,3,lam,lam,
23,68,2,1,yaddabbaru,yatadabbaru,dbr
23,68,2,2,w,,
23,68,3,1,al,,
23,68,3,2,qawla,qawl,qūl
23,68,4,1,am,am,
23,68,5,1,jāa,jāa,jī
23,68,5,2,hum,,
23,68,6,1,mā,mā,
23,68,7,1,lam,lam,
23,68,8,1,yati,atā,tī
23,68,9,1,ābāa,ābā,bū
23,68,9,2,humu,,
23,68,10,1,al,,
23,68,10,2,awwalīna,awwal,ūl
23,69,1,1,am,am,
23,69,2,1,lam,lam,
23,69,3,1,yaʿrifu,ʿarafa,ʿrf
23,69,3,2,w,,
23,69,4,1,rasūla,rasūl,rsl
23,69,4,2,hum,,
23,69,5,1,fa,f,
23,69,5,2,hum,,
23,69,6,1,la,l,
23,69,6,2,hu,,
23,69,7,1,munkirūna,munkirūn,nkr
23,70,1,1,am,am,
23,70,2,1,yaqūlu,qāla,qūl
23,70,2,2,na,,
23,70,3,1,bi,b,
23,70,3,2,hi,,
23,70,4,1,jinnatun,jinnat,jnn
23,70,5,1,bal,bal,
23,70,6,1,jāa,jāa,jī
23,70,6,2,hum,,
23,70,7,1,bi,b,
23,70,7,2,al,,
23,70,7,3,ḥaqqi,ḥaqq,ḥqq
23,70,8,1,wa,,
23,70,8,2,aktharu,akthar,kthr
23,70,8,3,hum,,
23,70,9,1,li,l,
23,70,9,2,l,,
23,70,9,3,ḥaqqi,ḥaqq,ḥqq
23,70,10,1,kārihūna,kārihūn,krh
23,71,1,1,wa,,
23,71,1,2,lawi,la,
23,71,2,1,ittabaʿa,ittabaʿa,tbʿ
23,71,3,1,al,,
23,71,3,2,ḥaqqu,ḥaqq,ḥqq
23,71,4,1,ahwāa,ahwā,hūī
23,71,4,2,hum,,
23,71,5,1,la,,
23,71,5,2,fasadati,fasadati,fsd
23,71,6,1,al,,
23,71,6,2,samāwātu,samā,smū
23,71,7,1,wa,,
23,71,7,2,al,,
23,71,7,3,arḍu,arḍ,rḍ
23,71,8,1,wa,,
23,71,8,2,man,man,
23,71,9,1,fī,fī,
23,71,9,2,hinna,,
23,71,10,1,bal,bal,
23,71,11,1,atay,atā,tī
23,71,11,2,nā,,
23,71,11,3,hum,,
23,71,12,1,bi,b,
23,71,12,2,dhik'ri,dhik'r,dhkr
23,71,12,3,him,,
23,71,13,1,fa,f,
23,71,13,2,hum,,
23,71,14,1,ʿan,ʿan,
23,71,15,1,dhik'ri,dhik'r,dhkr
23,71,15,2,him,,
23,71,16,1,muʿ'riḍūna,muʿ'riḍūn,ʿrḍ
23,72,1,1,am,am,
23,72,2,1,tasalu,sa-ala,sl
23,72,2,2,hum,,
23,72,3,1,kharjan,kharj,khrj
23,72,4,1,fa,f,
23,72,4,2,kharāju,kharāj,khrj
23,72,5,1,rabbi,rabb,rbb
23,72,5,2,ka,,
23,72,6,1,khayrun,khayr,khīr
23,72,7,1,wa,,
23,72,7,2,huwa,,
23,72,8,1,khayru,khayr,khīr
23,72,9,1,al,,
23,72,9,2,rāziqīna,rāziqīn,rzq
23,73,1,1,wa,,
23,73,1,2,inna,inn,
23,73,1,3,ka,,
23,73,2,1,la,,
23,73,2,2,tadʿū,daʿā,dʿū
23,73,2,3,hum,,
23,73,3,1,ilā,ilā,
23,73,4,1,ṣirāṭin,ṣirāṭ,ṣrṭ
23,73,5,1,mus'taqīmin,mus'taqīm,qūm
23,74,1,1,wa,,
23,74,1,2,inna,inn,
23,74,2,1,alladhīna,alladhī,
23,74,3,1,lā,lā,
23,74,4,1,yu'minu,āmana,mn
23,74,4,2,na,,
23,74,5,1,bi,b,
23,74,5,2,al,,
23,74,5,3,ākhirati,ākhir,khr
23,74,6,1,ʿani,ʿan,
23,74,7,1,al,,
23,74,7,2,ṣirāṭi,ṣirāṭ,ṣrṭ
23,74,8,1,la,,
23,74,8,2,nākibūna,nākibūn,nkb
23,75,1,1,wa,,
23,75,1,2,law,la,
23,75,2,1,raḥim,raḥima,rḥm
23,75,2,2,nā,,
23,75,2,3,hum,,
23,75,3,1,wa,,
23,75,3,2,kashaf,kashafa,kshf
23,75,3,3,nā,,
23,75,4,1,mā,mā,
23,75,5,1,bi,b,
23,75,5,2,him,,
23,75,6,1,min,min,
23,75,7,1,ḍurrin,ḍurr,ḍrr
23,75,8,1,la,,
23,75,8,2,lajju,lajju,ljj
23,75,8,3,w,,
23,75,9,1,fī,fī,
23,75,10,1,ṭugh'yāni,ṭugh'yān,ṭghī
23,75,10,2,him,,
23,75,11,1,yaʿmahu,yaʿmahu,ʿmh
23,75,11,2,na,,
23,76,1,1,wa,,
23,76,1,2,la,,
23,76,1,3,qad,qad,
23,76,2,1,akhadh,akhadha,khdh
23,76,2,2,nā,,
23,76,2,3,hum,,
23,76,3,1,bi,b,
23,76,3,2,al,,
23,76,3,3,ʿadhābi,ʿadhāb,ʿdhb
23,76,4,1,fa,f,
23,76,4,2,mā,mā,
23,76,5,1,is'takānu,is'takānu,kīn
23,76,5,2,w,,
23,76,6,1,li,l,
23,76,6,2,rabbi,rabb,rbb
23,76,6,3,him,,
23,76,7,1,wa,,
23,76,7,2,mā,mā,
23,76,8,1,yataḍarraʿu,yataḍarraʿu,ḍrʿ
23,76,8,2,na,,
23,77,1,1,ḥattā,ḥattā,
23,77,2,1,idhā,idhā,
23,77,3,1,fataḥ,fataḥa,ftḥ
23,77,3,2,nā,,
23,77,4,1,ʿalay,ʿalā,
23,77,4,2,him,,
23,77,5,1,bāban,bāb,būb
23,77,6,1,dhā,dhā,
23,77,7,1,ʿadhābin,ʿadhāb,ʿdhb
23,77,8,1,shadīdin,shadīd,shdd
23,77,9,1,idhā,idhā,
23,77,10,1,hum,,
23,77,11,1,fī,fī,
23,77,11,2,hi,,
23,77,12,1,mub'lisūna,mub'lisūn,bls
23,78,1,1,wa,,
23,78,1,2,huwa,,
23,78,2,1,alladhī,alladhī,
23,78,3,1,ansha-a,ansha-a,nsh
23,78,4,1,la,l,
23,78,4,2,kumu,,
23,78,5,1,al,,
23,78,5,2,samʿa,samʿ,smʿ
23,78,6,1,wa,,
23,78,6,2,al,,
23,78,6,3,abṣāra,baṣar,bṣr
23,78,7,1,wa,,
23,78,7,2,al,,
23,78,7,3,afidata,fuād,fd
23,78,8,1,qalīlan,qalīl,qll
23,78,9,1,mā,mā,
23,78,10,1,tashkuru,shakara,shkr
23,78,10,2,na,,
23,79,1,1,wa,,
23,79,1,2,huwa,,
23,79,2,1,alladhī,alladhī,
23,79,3,1,dhara-a,dhara-a,dhr
23,79,3,2,kum,,
23,79,4,1,fī,fī,
23,79,5,1,al,,
23,79,5,2,arḍi,arḍ,rḍ
23,79,6,1,wa,,
23,79,6,2,ilay,ilā,
23,79,6,3,hi,,
23,79,7,1,tuḥ'sharu,ḥashara,ḥshr
23,79,7,2,na,,
23,80,1,1,wa,,
23,80,1,2,huwa,,
23,80,2,1,alladhī,alladhī,
23,80,3,1,yuḥ'yī,aḥyā,ḥyī
23,80,4,1,wa,,
23,80,4,2,yumītu,amāta,mūt
23,80,5,1,wa,,
23,80,5,2,la,l,
23,80,5,3,hu,,
23,80,6,1,ikh'tilāfu,ikh'tilāf,khlf
23,80,7,1,alla,,
23,80,7,2,y'li,layl,līl
23,80,8,1,wa,,
23,80,8,2,al,,
23,80,8,3,nahāri,nahār,nhr
23,80,9,1,a,,
23,80,9,2,fa,f,
23,80,9,3,lā,lā,
23,80,10,1,taʿqilu,ʿaqalu,ʿql
23,80,10,2,na,,
23,81,1,1,bal,bal,
23,81,2,1,qālu,qāla,qūl
23,81,2,2,w,,
23,81,3,1,mith'la,mith'l,mthl
23,81,4,1,mā,mā,
23,81,5,1,qāla,qāla,qūl
23,81,6,1,al,,
23,81,6,2,awwalūna,awwal,ūl
23,82,1,1,qālu,qāla,qūl
23,82,1,2,wā,,
23,82,2,1,a,,
23,82,2,2,idhā,idhā,
23,82,3,1,mit,māta,mūt
23,82,3,2,nā,,
23,82,4,1,wa,,
23,82,4,2,ku,kāna,kūn
23,82,4,3,nā,,
23,82,5,1,turāban,turāb,trb
23,82,6,1,wa,,
23,82,6,2,ʿiẓāman,ʿaẓīm,ʿẓm
23,82,7,1,a,,
23,82,7,2,inna,inn,
23,82,7,3,,,
23,82,8,1,la,,
23,82,8,2,mabʿūthūna,mabʿūthūn,bʿth
23,83,1,1,la,,
23,83,1,2,qad,qad,
23,83,2,1,wuʿid,waʿada,ʿd
23,83,2,2,nā,,
23,83,3,1,naḥnu,,
23,83,4,1,wa,,
23,83,4,2,ābāu,ābā,bū
23,83,4,3,nā,,
23,83,5,1,hādhā,hādhā,
23,83,6,1,min,min,
23,83,7,1,qablu,qabl,qbl
23,83,8,1,in,in,
23,83,9,1,hādhā,hādhā,
23,83,10,1,illā,illā,
23,83,11,1,asāṭīru,asāṭīr,sṭr
23,83,12,1,al,,
23,83,12,2,awwalīna,awwal,ūl
23,84,1,1,qul,qāla,qūl
23,84,2,1,li,l,
23,84,2,2,mani,man,
23,84,3,1,al,,
23,84,3,2,arḍu,arḍ,rḍ
23,84,4,1,wa,,
23,84,4,2,man,man,
23,84,5,1,fī,fī,
23,84,5,2,hā,,
23,84,6,1,in,in,
23,84,7,1,kun,kāna,kūn
23,84,7,2,tum,,
23,84,8,1,taʿlamu,ʿalima,ʿlm
23,84,8,2,na,,
23,85,1,1,sa,s,
23,85,1,2,yaqūlu,qāla,qūl
23,85,1,3,na,,
23,85,2,1,li,l,
23,85,2,2,lahi,allah,lh
23,85,3,1,qul,qāla,qūl
23,85,4,1,a,,
23,85,4,2,fa,f,
23,85,4,3,lā,lā,
23,85,5,1,tadhakkaru,tadhakkara,dhkr
23,85,5,2,na,,
23,86,1,1,qul,qāla,qūl
23,86,2,1,man,man,
23,86,3,1,rabbu,rabb,rbb
23,86,4,1,al,,
23,86,4,2,samāwāti,samā,smū
23,86,5,1,al,,
23,86,5,2,sabʿi,sabʿ,sbʿ
23,86,6,1,wa,,
23,86,6,2,rabbu,rabb,rbb
23,86,7,1,al,,
23,86,7,2,ʿarshi,ʿarsh,ʿrsh
23,86,8,1,al,,
23,86,8,2,ʿaẓīmi,ʿaẓīm,ʿẓm
23,87,1,1,sa,s,
23,87,1,2,yaqūlu,qāla,qūl
23,87,1,3,na,,
23,87,2,1,li,l,
23,87,2,2,lahi,allah,lh
23,87,3,1,qul,qāla,qūl
23,87,4,1,a,,
23,87,4,2,fa,f,
23,87,4,3,lā,lā,
23,87,5,1,tattaqu,ittaqā,qī
23,87,5,2,na,,
23,88,1,1,qul,qāla,qūl
23,88,2,1,man,man,
23,88,3,1,bi,b,
23,88,3,2,yadi,yad,īdī
23,88,3,3,hi,,
23,88,4,1,malakūtu,malakūt,mlk
23,88,5,1,kulli,kull,kll
23,88,6,1,shayin,shay,shī
23,88,7,1,wa,,
23,88,7,2,huwa,,
23,88,8,1,yujīru,yujīru,jūr
23,88,9,1,wa,,
23,88,9,2,lā,lā,
23,88,10,1,yujāru,yujīru,jūr
23,88,11,1,ʿalay,ʿalā,
23,88,11,2,hi,,
23,88,12,1,in,in,
23,88,13,1,kun,kāna,kūn
23,88,13,2,tum,,
23,88,14,1,taʿlamu,ʿalima,ʿlm
23,88,14,2,na,,
23,89,1,1,sa,s,
23,89,1,2,yaqūlu,qāla,qūl
23,89,1,3,na,,
23,89,2,1,li,l,
23,89,2,2,lahi,allah,lh
23,89,3,1,qul,qāla,qūl
23,89,4,1,fa,f,
23,89,4,2,annā,annā,nī
23,89,5,1,tus'ḥaru,saḥaru,sḥr
23,89,5,2,na,,
23,90,1,1,bal,bal,
23,90,2,1,atay,atā,tī
23,90,2,2,nā,,
23,90,2,3,hum,,
23,90,3,1,bi,b,
23,90,3,2,al,,
23,90,3,3,ḥaqqi,ḥaqq,ḥqq
23,90,4,1,wa,,
23,90,4,2,inna,inn,
23,90,4,3,hum,,
23,90,5,1,la,,
23,90,5,2,kādhibūna,kādhib,kdhb
23,91,1,1,mā,mā,
23,91,2,1,ittakhadha,ittakhadha,khdh
23,91,3,1,allahu,allah,lh
23,91,4,1,min,min,
23,91,5,1,waladin,walad,ld
23,91,6,1,wa,,
23,91,6,2,mā,mā,
23,91,7,1,kāna,kāna,kūn
23,91,8,1,maʿa,maʿ,
23,91,8,2,hu,,
23,91,9,1,min,min,
23,91,10,1,ilāhin,ilāh,lh
23,91,11,1,idhan,idhan,
23,91,12,1,la,,
23,91,12,2,dhahaba,dhahaba,dhhb
23,91,13,1,kullu,kull,kll
23,91,14,1,ilāhin,ilāh,lh
23,91,15,1,bi,b,
23,91,15,2,mā,mā,
23,91,16,1,khalaqa,khalaqa,khlq
23,91,17,1,wa,,
23,91,17,2,la,,
23,91,17,3,ʿalā,ʿalā,ʿlū
23,91,18,1,baʿḍu,baʿḍ,bʿḍ
23,91,18,2,hum,,
23,91,19,1,ʿalā,ʿalā,
23,91,20,1,baʿḍin,baʿḍ,bʿḍ
23,91,21,1,sub'ḥāna,sub'ḥān,sbḥ
23,91,22,1,allahi,allah,lh
23,91,23,1,ʿa,ʿan,
23,91,23,2,mā,mā,
23,91,24,1,yaṣifu,yaṣifu,ṣf
23,91,24,2,na,,
23,92,1,1,ʿālimi,ʿālim,ʿlm
23,92,2,1,al,,
23,92,2,2,ghaybi,ghayb,ghīb
23,92,3,1,wa,,
23,92,3,2,al,,
23,92,3,3,shahādati,shahādat,shhd
23,92,4,1,fa,f,
23,92,4,2,taʿālā,taʿālā,ʿlū
23,92,5,1,ʿa,ʿan,
23,92,5,2,mā,mā,
23,92,6,1,yush'riku,ashraka,shrk
23,92,6,2,na,,
23,93,1,1,qul,qāla,qūl
23,93,2,1,rabbi,rabb,rbb
23,93,2,2,,,
23,93,3,1,immā,immā,
23,93,4,1,turiya,aray,rī
23,93,4,2,ni,n,
23,93,4,3,,,
23,93,5,1,mā,mā,
23,93,6,1,yūʿadu,waʿada,ʿd
23,93,6,2,na,,
23,94,1,1,rabbi,rabb,rbb
23,94,1,2,,,
23,94,2,1,fa,f,
23,94,2,2,lā,lā,
23,94,3,1,tajʿal,jaʿala,jʿl
23,94,3,2,nī,,
23,94,4,1,fī,fī,
23,94,5,1,al,,
23,94,5,2,qawmi,qawm,qūm
23,94,6,1,al,,
23,94,6,2,ẓālimīna,ẓālim,ẓlm
23,95,1,1,wa,,
23,95,1,2,inna,inn,
23,95,1,3,,,
23,95,2,1,ʿalā,ʿalā,
23,95,3,1,an,an,
23,95,4,1,nuriya,aray,rī
23,95,4,2,ka,,
23,95,5,1,mā,mā,
23,95,6,1,naʿidu,waʿada,ʿd
23,95,6,2,hum,,
23,95,7,1,la,,
23,95,7,2,qādirūna,qādir,qdr
23,96,1,1,id'faʿ,dafaʿ,dfʿ
23,96,2,1,bi,b,
23,96,2,2,allatī,alladhī,
23,96,3,1,hiya,,
23,96,4,1,aḥsanu,aḥsan,ḥsn
23,96,5,1,al,,
23,96,5,2,sayyi-ata,sayyi-at,sū
23,96,6,1,naḥnu,,
23,96,7,1,aʿlamu,aʿlam,ʿlm
23,96,8,1,bi,b,
23,96,8,2,mā,mā,
23,96,9,1,yaṣifu,yaṣifu,ṣf
23,96,9,2,na,,
23,97,1,1,wa,,
23,97,1,2,qul,qāla,qūl
23,97,2,1,rabbi,rabb,rbb
23,97,2,2,,,
23,97,3,1,aʿūdhu,ʿudh,ʿūdh
23,97,4,1,bi,b,
23,97,4,2,ka,,
23,97,5,1,min,min,
23,97,6,1,hamazāti,hamazāt,hmz
23,97,7,1,al,,
23,97,7,2,shayāṭīni,shayṭān,shṭn
23,98,1,1,wa,,
23,98,1,2,aʿūdhu,ʿudh,ʿūdh
23,98,2,1,bi,b,
23,98,2,2,ka,,
23,98,3,1,rabbi,rabb,rbb
23,98,3,2,,,
23,98,4,1,an,an,
23,98,5,1,yaḥḍuru,ḥaḍara,ḥḍr
23,98,5,2,,,
23,98,5,3,ni,,
23,99,1,1,ḥattā,ḥattā,
23,99,2,1,idhā,idhā,
23,99,3,1,jāa,jāa,jī
23,99,4,1,aḥada,aḥad,ḥd
23,99,4,2,humu,,
23,99,5,1,al,,
23,99,5,2,mawtu,mawt,mūt
23,99,6,1,qāla,qāla,qūl
23,99,7,1,rabbi,rabb,rbb
23,99,7,2,,,
23,99,8,1,ir'jiʿu,rajaʿa,rjʿ
23,99,8,2,,,
23,99,8,3,ni,,
23,100,1,1,laʿalli,laʿall,
23,100,1,2,ā,,
23,100,2,1,aʿmalu,ʿamila,ʿml
23,100,3,1,ṣāliḥan,ṣāliḥ,ṣlḥ
23,100,4,1,fī,fī,
23,100,4,2,mā,mā,
23,100,5,1,tarak,taraka,trk
23,100,5,2,tu,,
23,100,6,1,kallā,kallā,
23,100,7,1,inna,inn,
23,100,7,2,hā,,
23,100,8,1,kalimatun,kalimat,klm
23,100,9,1,huwa,,
23,100,10,1,qāilu,qāil,qūl
23,100,10,2,hā,,
23,100,11,1,wa,,
23,100,11,2,min,min,
23,100,12,1,warāi,warā,rī
23,100,12,2,him,,
23,100,13,1,barzakhun,barzakh,
23,100,14,1,ilā,ilā,
23,100,15,1,yawmi,yawm,īūm
23,100,16,1,yub'ʿathu,baʿatha,bʿth
23,100,16,2,na,,
23,101,1,1,fa,f,
23,101,1,2,idhā,idhā,
23,101,2,1,nufikha,nafakha,nfkh
23,101,3,1,fī,fī,
23,101,4,1,al,,
23,101,4,2,ṣūri,ṣūr,ṣūr
23,101,5,1,fa,f,
23,101,5,2,lā,lā,
23,101,6,1,ansāba,nasab,nsb
23,101,7,1,bayna,bayn,bīn
23,101,7,2,hum,,
23,101,8,1,yawma-idhin,yawma-idh,
23,101,9,1,wa,,
23,101,9,2,lā,lā,
23,101,10,1,yatasāalu,yatasāalu,sl
23,101,10,2,na,,
23,102,1,1,fa,f,
23,102,1,2,man,man,
23,102,2,1,thaqulat,thaqulat,thql
23,102,3,1,mawāzīnu,mīzān,zn
23,102,3,2,hu,,
23,102,4,1,fa,f,
23,102,4,2,ulāika,ūlāik,
23,102,5,1,humu,,
23,102,6,1,al,,
23,102,6,2,muf'liḥūna,muf'liḥūn,flḥ
23,103,1,1,wa,,
23,103,1,2,man,man,
23,103,2,1,khaffat,khaffat,khff
23,103,3,1,mawāzīnu,mīzān,zn
23,103,3,2,hu,,
23,103,4,1,fa,f,
23,103,4,2,ulāika,ūlāik,
23,103,5,1,alladhīna,alladhī,
23,103,6,1,khasiru,khasira,khsr
23,103,6,2,wā,,
23,103,7,1,anfusa,nafs,nfs
23,103,7,2,hum,,
23,103,8,1,fī,fī,
23,103,9,1,jahannama,jahannam,
23,103,10,1,khālidūna,khālid,khld
23,104,1,1,talfaḥu,talfaḥu,lfḥ
23,104,2,1,wujūha,wajh,jh
23,104,2,2,humu,,
23,104,3,1,al,,
23,104,3,2,nāru,nār,nūr
23,104,4,1,wa,,
23,104,4,2,hum,,
23,104,5,1,fī,fī,
23,104,5,2,hā,,
23,104,6,1,kāliḥūna,kāliḥūn,klḥ
23,105,1,1,a,,
23,105,1,2,lam,lam,
23,105,2,1,takun,kāna,kūn
23,105,3,1,āyāti,āyat,yī
23,105,3,2,,,
23,105,4,1,tut'lā,talā,tlū
23,105,5,1,ʿalay,ʿalā,
23,105,5,2,kum,,
23,105,6,1,fa,f,
23,105,6,2,kun,kāna,kūn
23,105,6,3,tum,,
23,105,7,1,bi,b,
23,105,7,2,hā,,
23,105,8,1,tukadhibu,kadhaba,kdhb
23,105,8,2,na,,
23,106,1,1,qālu,qāla,qūl
23,106,1,2,w,,
23,106,2,1,rabba,rabb,rbb
23,106,2,2,nā,,
23,106,3,1,ghalabat,ghalabu,ghlb
23,106,4,1,ʿalay,ʿalā,
23,106,4,2,nā,,
23,106,5,1,shiq'watu,shiq'wat,shqū
23,106,5,2,nā,,
23,106,6,1,wa,,
23,106,6,2,ku,kāna,kūn
23,106,6,3,nā,,
23,106,7,1,qawman,qawm,qūm
23,106,8,1,ḍāllīna,ḍāll,ḍll
23,107,1,1,rabba,rabb,rbb
23,107,1,2,nā,,
23,107,2,1,akhrij,akhraja,khrj
23,107,2,2,nā,,
23,107,3,1,min,min,
23,107,3,2,hā,,
23,107,4,1,fa,f,
23,107,4,2,in,in,
23,107,5,1,ʿud,ʿāda,ʿūd
23,107,5,2,nā,,
23,107,6,1,fa,f,
23,107,6,2,inna,inn,
23,107,6,3,,,
23,107,7,1,ẓālimūna,ẓālim,ẓlm
23,108,1,1,qāla,qāla,qūl
23,108,2,1,ikh'sa-u,ikh'sa-u,khs
23,108,2,2,w,,
23,108,3,1,fī,fī,
23,108,3,2,hā,,
23,108,4,1,wa,,
23,108,4,2,lā,lā,
23,108,5,1,tukallimu,kallama,klm
23,108,5,2,,,
23,108,5,3,ni,,
23,109,1,1,inna,inn,
23,109,1,2,hu,,
23,109,2,1,kāna,kāna,kūn
23,109,3,1,farīqun,farīq,frq
23,109,4,1,min,min,
23,109,5,1,ʿibādi,ʿabd,ʿbd
23,109,5,2,,,
23,109,6,1,yaqūlu,qāla,qūl
23,109,6,2,na,,
23,109,7,1,rabba,rabb,rbb
23,109,7,2,nā,,
23,109,8,1,āma,āmana,mn
23,109,8,2,nā,,
23,109,9,1,fa,f,
23,109,9,2,igh'fir,ghafara,ghfr
23,109,10,1,la,l,
23,109,10,2,nā,,
23,109,11,1,wa,,
23,109,11,2,ir'ḥam,raḥima,rḥm
23,109,11,3,nā,,
23,109,12,1,wa,,
23,109,12,2,anta,,
23,109,13,1,khayru,khayr,khīr
